basedir,bdf,video,duration
Sessions/2078,Part_16_Trial27_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_28,12
Sessions/2956,Part_23_Trial25_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_26,13
Sessions/2485,Part_20_N_Trial8_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_15,22
Sessions/160,Part_2_S_Trial15_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_30,150
Sessions/2893,Part_23_N_Trial17_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_33,20
Sessions/3793,Part_30_N_Trial12_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_23,22
Sessions/3174,Part_25_Trial13_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_14,13
Sessions/3644,Part_29_S_Trial2_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_4,118
Sessions/2735,Part_22_N_Trial3_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_5,20
Sessions/2214,Part_18_S_Trial2_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_4,119
Sessions/3084,Part_24_Trial23_taggingImages2,P24-Rec3-2009.09.01.12.54.27_C1 trigger _C_Section_24,17
Sessions/1628,Part_13_Trial27_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_28,11
Sessions/2972,Part_23_Trial11_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_12,13
Sessions/497,Part_4_Trial6_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_7,15
Sessions/3146,Part_25_S_Trial13_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_26,110
Sessions/1154,Part_9_Trial13_taggingVideos,P9-Rec4-2009.07.23.15.54.20_C1 trigger _C_Section_14,14
Sessions/2995,Part_24_N_Trial3_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_5,20
Sessions/451,Part_4_Trial20_taggingImages1,P4-Rec2-2009.07.21.18.41.08_C1 trigger _C_Section_21,11
Sessions/1721,Part_14_N_Trial16_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_31,22
Sessions/2899,Part_23_N_Trial20_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_39,22
Sessions/2482,Part_20_S_Trial6_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_12,141
Sessions/3403,Part_27_N_Trial12_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_23,22
Sessions/1149,Part_9_Trial8_taggingVideos,P9-Rec4-2009.07.23.15.54.20_C1 trigger _C_Section_9,12
Sessions/3049,Part_24_Trial18_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_19,11
Sessions/3623,Part_28_Trial12_taggingVideos,P28-Rec4-2009.09.02.19.34.25_C1 trigger _C_Section_13,12
Sessions/511,Part_4_Trial20_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_21,15
Sessions/3140,Part_25_S_Trial10_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_20,124
Sessions/1210,Part_10_S_Trial20_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_40,152
Sessions/339,Part_3_Trial8_taggingImages2,P3-Rec3-2009.07.21.16.19.16_C1 trigger _C_Section_9,11
Sessions/192,Part_2_Trial21_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_22,11
Sessions/2545,Part_20_Trial4_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_5,11
Sessions/2917,Part_23_Trial16_taggingImages1,P23-Rec2-2009.09.01.10.51.55_C1 trigger _C_Section_17,11
Sessions/175,Part_2_Trial4_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_5,11
Sessions/867,Part_7_Trial16_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_17,11
Sessions/1428,Part_11_Trial27_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_28,15
Sessions/280,Part_3_S_Trial10_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_20,139
Sessions/846,Part_7_Trial25_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_26,11
Sessions/342,Part_3_Trial11_taggingImages2,P3-Rec3-2009.07.21.16.19.16_C1 trigger _C_Section_12,11
Sessions/2714,Part_21_Trial13_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_14,11
Sessions/572,Part_5_Trial11_taggingImages1,P5-Rec2-2009.07.22.13.04.36_C1 trigger _C_Section_12,11
Sessions/1730,Part_14_S_Trial20_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_40,127
Sessions/1382,Part_11_Trial11_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_12,11
Sessions/483,Part_4_Trial22_taggingImages2,P4-Rec3-2009.07.21.18.50.11_C1 trigger _C_Section_23,11
Sessions/1962,Part_16_S_Trial6_emotion,P16-Rec1-2009.08.27.12.02.50_C1 trigger _C_Section_12,128
Sessions/3828,Part_30_Trial17_taggingImages1,P30-Rec2-2009.09.03.15.12.12_C1 trigger _C_Section_18,11
Sessions/2076,Part_16_Trial25_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_26,12
Sessions/2720,Part_21_Trial19_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_20,12
Sessions/1622,Part_13_Trial21_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_22,11
Sessions/2584,Part_20_Trial13_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_14,12
Sessions/3311,Part_26_Trial20_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_21,11
Sessions/2066,Part_16_Trial15_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_16,9
Sessions/482,Part_4_Trial21_taggingImages2,P4-Rec3-2009.07.21.18.50.11_C1 trigger _C_Section_22,14
Sessions/419,Part_4_N_Trial15_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_29,21
Sessions/791,Part_7_N_Trial6_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_11,18
Sessions/2106,Part_17_S_Trial13_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_26,125
Sessions/613,Part_5_Trial22_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_23,10
Sessions/1621,Part_13_Trial20_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_21,11
Sessions/631,Part_5_Trial10_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_11,15
Sessions/3628,Part_28_Trial17_taggingVideos,P28-Rec4-2009.09.02.19.34.25_C1 trigger _C_Section_18,9
Sessions/1741,Part_14_Trial10_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_11,12
Sessions/1131,Part_9_Trial20_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_21,11
Sessions/1588,Part_13_S_Trial14_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_28,139
Sessions/2108,Part_17_S_Trial14_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_28,106
Sessions/2785,Part_22_Trial14_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_15,11
Sessions/2335,Part_18_Trial24_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_25,12
Sessions/3033,Part_24_Trial2_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_3,13
Sessions/597,Part_5_Trial6_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_7,11
Sessions/2563,Part_20_Trial22_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_23,11
Sessions/2295,Part_18_Trial14_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_15,11
Sessions/3774,Part_30_S_Trial2_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_4,125
Sessions/2797,Part_22_Trial26_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_27,10
Sessions/2559,Part_20_Trial18_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_19,11
Sessions/3230,Part_25_Trial9_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_10,12
Sessions/3243,Part_25_Trial22_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_23,11
Sessions/2234,Part_18_S_Trial12_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_24,101
Sessions/176,Part_2_Trial5_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_6,11
Sessions/988,Part_8_Trial7_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_8,11
Sessions/2988,Part_23_Trial27_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_28,13
Sessions/3761,Part_29_Trial20_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_21,14
Sessions/3225,Part_25_Trial4_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_5,12
Sessions/2983,Part_23_Trial22_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_23,11
Sessions/329,Part_3_Trial28_taggingImages1,P3-Rec2-2009.07.21.16.11.18_C1 trigger _C_Section_29,11
Sessions/2149,Part_17_Trial28_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_29,11
Sessions/563,Part_5_Trial2_taggingImages1,P5-Rec2-2009.07.22.13.04.36_C1 trigger _C_Section_3,11
Sessions/3763,Part_29_Trial22_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_23,11
Sessions/1004,Part_8_Trial23_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_24,11
Sessions/145,Part_2_N_Trial8_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_15,23
Sessions/2435,Part_19_Trial24_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_25,11
Sessions/3166,Part_25_Trial5_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_6,11
Sessions/634,Part_5_Trial13_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_14,12
Sessions/2604,Part_21_S_Trial2_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_4,89
Sessions/1321,Part_11_N_Trial11_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_21,21
Sessions/2292,Part_18_Trial11_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_12,11
Sessions/531,Part_5_N_Trial6_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_11,18
Sessions/1035,Part_8_Trial24_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_25,15
Sessions/534,Part_5_S_Trial7_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_14,132
Sessions/3181,Part_25_Trial20_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_21,11
Sessions/1756,Part_14_Trial25_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_26,12
Sessions/3858,Part_30_Trial17_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_18,11
Sessions/1625,Part_13_Trial24_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_25,12
Sessions/133,Part_2_N_Trial2_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_3,18
Sessions/2193,Part_17_Trial12_taggingVideos,P17-Rec4-2009.08.28.10.38.02_C1 trigger _C_Section_13,13
Sessions/2412,Part_19_Trial1_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_2,11
Sessions/1686,Part_13_Trial25_taggingVideos,P13-Rec4-2009.08.26.15.33.28_C1 trigger _C_Section_26,12
Sessions/159,Part_2_N_Trial15_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_29,21
Sessions/1252,Part_10_Trial11_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_12,11
Sessions/2413,Part_19_Trial2_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_3,11
Sessions/2518,Part_20_Trial7_taggingImages1,P20-Rec2-2009.08.31.11.26.53_C1 trigger _C_Section_8,11
Sessions/3493,Part_27_Trial12_taggingVideos,P27-Rec4-2009.09.02.17.38.20_C1 trigger _C_Section_13,12
Sessions/450,Part_4_Trial19_taggingImages1,P4-Rec2-2009.07.21.18.41.08_C1 trigger _C_Section_20,11
Sessions/11,Part_1_N_Trial6_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_11,18
Sessions/31,Part_1_N_Trial16_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_31,23
Sessions/2434,Part_19_Trial23_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_24,10
Sessions/2886,Part_23_S_Trial13_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_26,69
Sessions/3802,Part_30_S_Trial16_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_32,114
Sessions/2594,Part_20_Trial23_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_24,18
Sessions/599,Part_5_Trial8_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_9,13
Sessions/604,Part_5_Trial13_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_14,11
Sessions/1230,Part_10_Trial19_taggingImages1,P10-Rec2-2009.07.23.17.37.56_C1 trigger _C_Section_20,13
Sessions/1757,Part_14_Trial26_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_27,11
Sessions/638,Part_5_Trial17_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_18,11
Sessions/2888,Part_23_S_Trial14_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_28,118
Sessions/2247,Part_18_N_Trial19_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_37,20
Sessions/2978,Part_23_Trial17_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_18,9
Sessions/722,Part_6_Trial1_taggingImages2,P6-Rec3-2009.07.22.15.44.55_C1 trigger _C_Section_2,12
Sessions/997,Part_8_Trial16_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_17,11
Sessions/1548,Part_12_Trial17_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_18,9
Sessions/2789,Part_22_Trial18_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_19,11
Sessions/3409,Part_27_N_Trial15_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_29,20
Sessions/1282,Part_10_Trial11_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_12,15
Sessions/868,Part_7_Trial17_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_18,11
Sessions/2447,Part_19_Trial6_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_7,12
Sessions/1959,Part_16_N_Trial5_emotion,P16-Rec1-2009.08.27.12.02.50_C1 trigger _C_Section_9,20
Sessions/67,Part_1_Trial26_taggingImages1,P1-Rec2-2009.07.09.18.44.59_C1 trigger _C_Section_27,11
Sessions/2373,Part_19_N_Trial17_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_33,20
Sessions/1157,Part_9_Trial16_taggingVideos,P9-Rec4-2009.07.23.15.54.20_C1 trigger _C_Section_17,17
Sessions/3486,Part_27_Trial5_taggingVideos,P27-Rec4-2009.09.02.17.38.20_C1 trigger _C_Section_6,13
Sessions/1337,Part_11_N_Trial19_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_37,21
Sessions/3399,Part_27_N_Trial10_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_19,17
Sessions/1776,Part_14_Trial15_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_16,11
Sessions/1101,Part_9_Trial20_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_21,12
Sessions/310,Part_3_Trial9_taggingImages1,P3-Rec2-2009.07.21.16.11.18_C1 trigger _C_Section_10,11
Sessions/3159,Part_25_N_Trial20_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_39,22
Sessions/293,Part_3_N_Trial17_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_33,22
Sessions/2855,Part_22_Trial24_taggingVideos,P22-Rec4-2009.08.31.17.33.45_C1 trigger _C_Section_25,13
Sessions/2198,Part_17_Trial17_taggingVideos,P17-Rec4-2009.08.28.10.38.02_C1 trigger _C_Section_18,10
Sessions/1227,Part_10_Trial16_taggingImages1,P10-Rec2-2009.07.23.17.37.56_C1 trigger _C_Section_17,11
Sessions/1194,Part_10_S_Trial12_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_24,118
Sessions/1616,Part_13_Trial15_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_16,11
Sessions/3200,Part_25_Trial9_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_10,11
Sessions/2089,Part_17_N_Trial5_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_9,20
Sessions/3765,Part_29_Trial24_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_25,13
Sessions/3228,Part_25_Trial7_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_8,9
Sessions/876,Part_7_Trial25_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_26,11
Sessions/633,Part_5_Trial12_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_13,14
Sessions/3324,Part_26_Trial3_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_4,12
Sessions/420,Part_4_S_Trial15_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_30,111
Sessions/3655,Part_29_N_Trial8_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_15,22
Sessions/2252,Part_18_Trial1_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_2,12
Sessions/3448,Part_27_Trial27_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_28,11
Sessions/3164,Part_25_Trial3_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_4,11
Sessions/3329,Part_26_Trial8_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_9,12
Sessions/1472,Part_12_Trial1_taggingImages1,P12-Rec2-2009.08.26.12.19.18_C1 trigger _C_Section_2,13
Sessions/2257,Part_18_Trial6_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_7,11
Sessions/3041,Part_24_Trial10_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_11,12
Sessions/1496,Part_12_Trial25_taggingImages1,P12-Rec2-2009.08.26.12.19.18_C1 trigger _C_Section_26,11
Sessions/1479,Part_12_Trial8_taggingImages1,P12-Rec2-2009.08.26.12.19.18_C1 trigger _C_Section_9,11
Sessions/1301,Part_11_N_Trial1_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_1,21
Sessions/2401,Part_19_Trial20_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_21,11
Sessions/3397,Part_27_N_Trial9_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_17,20
Sessions/2402,Part_19_Trial21_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_22,10
Sessions/3889,Part_30_Trial18_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_19,12
Sessions/121,Part_1_Trial20_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_21,14
Sessions/2934,Part_23_Trial3_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_4,11
Sessions/261,Part_3_N_Trial1_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_1,22
Sessions/3056,Part_24_Trial25_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_26,11
Sessions/1387,Part_11_Trial16_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_17,11
Sessions/660,Part_6_S_Trial5_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_10,153
Sessions/220,Part_2_Trial19_taggingImages2,P2-Rec3-2009.07.10.16.41.03_C1 trigger _C_Section_20,11
Sessions/1648,Part_13_Trial17_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_18,11
Sessions/812,Part_7_S_Trial16_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_32,114
Sessions/1378,Part_11_Trial7_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_8,11
Sessions/2439,Part_19_Trial28_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_29,10
Sessions/2326,Part_18_Trial15_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_16,10
Sessions/216,Part_2_Trial15_taggingImages2,P2-Rec3-2009.07.10.16.41.03_C1 trigger _C_Section_16,11
Sessions/3814,Part_30_Trial3_taggingImages1,P30-Rec2-2009.09.03.15.12.12_C1 trigger _C_Section_4,12
Sessions/1177,Part_10_N_Trial4_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_7,24
Sessions/1257,Part_10_Trial16_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_17,11
Sessions/2859,Part_22_Trial28_taggingVideos,P22-Rec4-2009.08.31.17.33.45_C1 trigger _C_Section_29,12
Sessions/641,Part_5_Trial20_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_21,14
Sessions/717,Part_6_Trial26_taggingImages1,P6-Rec2-2009.07.22.15.37.28_C1 trigger _C_Section_27,11
Sessions/2696,Part_21_Trial25_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_26,11
Sessions/18,Part_1_S_Trial9_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_18,106
Sessions/169,Part_2_N_Trial20_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_39,23
Sessions/479,Part_4_Trial18_taggingImages2,P4-Rec3-2009.07.21.18.50.11_C1 trigger _C_Section_19,11
Sessions/723,Part_6_Trial2_taggingImages2,P6-Rec3-2009.07.22.15.44.55_C1 trigger _C_Section_3,11
Sessions/3796,Part_30_S_Trial13_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_26,107
Sessions/2622,Part_21_S_Trial11_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_22,142
Sessions/2166,Part_17_Trial15_taggingImages2,P17-Rec3-2009.08.28.10.31.45_C1 trigger _C_Section_16,11
Sessions/674,Part_6_S_Trial12_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_24,127
Sessions/288,Part_3_S_Trial14_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_28,125
Sessions/371,Part_3_Trial10_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_11,15
Sessions/2333,Part_18_Trial22_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_23,11
Sessions/769,Part_6_Trial18_taggingVideos,P6-Rec4-2009.07.22.15.52.24_C1 trigger _C_Section_19,14
Sessions/998,Part_8_Trial17_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_18,11
Sessions/2779,Part_22_Trial8_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_9,11
Sessions/1517,Part_12_Trial16_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_17,11
Sessions/2186,Part_17_Trial5_taggingVideos,P17-Rec4-2009.08.28.10.38.02_C1 trigger _C_Section_6,14
Sessions/3744,Part_29_Trial3_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_4,13
Sessions/1536,Part_12_Trial5_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_6,12
Sessions/2398,Part_19_Trial17_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_18,11
Sessions/1785,Part_14_Trial24_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_25,12
Sessions/34,Part_1_S_Trial17_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_34,119
Sessions/1412,Part_11_Trial11_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_12,15
Sessions/1272,Part_10_Trial1_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_2,15
Sessions/400,Part_4_S_Trial5_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_10,119
Sessions/2170,Part_17_Trial19_taggingImages2,P17-Rec3-2009.08.28.10.31.45_C1 trigger _C_Section_20,11
Sessions/3141,Part_25_N_Trial11_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_21,20
Sessions/1674,Part_13_Trial13_taggingVideos,P13-Rec4-2009.08.26.15.33.28_C1 trigger _C_Section_14,11
Sessions/2016,Part_16_Trial25_taggingImages1,P16-Rec2-2009.08.27.12.51.34_C1 trigger _C_Section_26,10
Sessions/1408,Part_11_Trial7_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_8,13
Sessions/2766,Part_22_S_Trial18_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_36,102
Sessions/3034,Part_24_Trial3_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_4,11
Sessions/1260,Part_10_Trial19_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_20,11
